,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,1h_percent,24h_percent,7d_percent,30d_percent,60d_percent,90d_percent,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
20,3890,Polygon,MATIC,polygon,405,2019-04-28,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8001489374.62,10000000000.0,21,2022-06-22T06:01:00.000Z,0.40777673272686643,484229826.31799954,-6.9419,0.05752686,-5.35351737,5.49217076,-40.04714171,-70.13501034,-74.06246261,3262821194.1312814,0.3625,4077767327.27,2022-06-22T06:01:00.000Z
21,1975,Chainlink,LINK,chainlink,665,2017-09-20,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'bnb-chain']",1000000000.0,467009549.5205637,1000000000.0,22,2022-06-22T06:01:00.000Z,6.735330956522712,540369951.7310995,-14.9413,-0.16059145,-8.31713581,6.61089379,-8.73971076,-49.851654,-57.29979359,3145463875.877579,0.3495,6735330956.52,2022-06-22T06:01:00.000Z
22,3635,Cronos,CRO,cronos,137,2018-12-14,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']",30263013692.0,25263013692.0,30263013692.0,23,2022-06-22T06:01:00.000Z,0.11427163424844129,28218767.21775348,3.1566,0.23263321,-2.55056652,2.09556157,-41.38968488,-71.79677736,-73.97436926,2886845860.6255884,0.3206,3458204031.87,2022-06-22T06:01:00.000Z
23,512,Stellar,XLM,stellar,434,2014-08-05,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,24994959686.83345,50001787729.97895,24,2022-06-22T06:02:00.000Z,0.11334666275801607,182457194.84553206,3.8134,-0.08455051,-1.67355991,5.02528106,-16.67949374,-41.27257489,-45.9402523,2833095266.273718,0.3148,5667537934.01,2022-06-22T06:02:00.000Z
24,6535,NEAR Protocol,NEAR,near-protocol,167,2020-08-11,"['platform', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,720530009.0,1000000000.0,25,2022-06-22T06:02:00.000Z,3.35688051713283,311942436.040814,-9.198,-0.60485246,-4.91333407,5.66913069,-46.17524126,-78.09340658,-72.75478546,2418733149.221643,0.2687,3356880517.13,2022-06-22T06:02:00.000Z
25,1831,Bitcoin Cash,BCH,bitcoin-cash,606,2017-07-23,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'binance-chain', 'bnb-chain']",21000000.0,19097300.0,19097300.0,26,2022-06-22T06:01:00.000Z,116.32297601435242,1552122541.3253052,0.4437,0.39748968,-3.00260777,-2.70451623,-41.09336811,-63.46636369,-67.61472153,2221454769.8388925,0.2467,2442782496.3,2022-06-22T06:01:00.000Z
26,4030,Algorand,ALGO,algorand,226,2019-06-20,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,6899236211.734029,7293075131.24179,27,2022-06-22T06:01:00.000Z,0.3184159063365071,103157174.28104906,-9.3639,0.0869937,-6.70215163,10.10482139,-27.66858607,-55.42573372,-61.88756325,2196826551.388941,0.244,3184159063.37,2022-06-22T06:01:00.000Z
27,1321,Ethereum Classic,ETC,ethereum-classic,311,2016-07-24,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'bnb-chain']",210700000.0,135422338.0013633,210700000.0,28,2022-06-22T06:01:00.000Z,15.638226831979111,283325689.37711525,-17.1517,0.04152153,-5.3427122,14.19832157,-25.7811642,-55.21969701,-64.71266407,2117765239.782264,0.2352,3294974393.5,2022-06-22T06:01:00.000Z
28,328,Monero,XMR,monero,182,2014-05-21,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18137817.78232307,18137817.78232307,29,2022-06-22T06:02:00.000Z,114.42060169466748,94629821.15325493,-0.274,-0.23367663,-5.31760577,2.77220178,-39.66245128,-57.83925365,-42.04684173,2075340024.081645,0.2307,2075340024.08,2022-06-22T06:02:00.000Z
29,3794,Cosmos,ATOM,cosmos,295,2019-03-14,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'binance-chain', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'bnb-chain']",,286370297.0,0.0,30,2022-06-22T06:01:00.000Z,6.7609292390003946,183668277.85007763,-5.0385,0.33824015,-3.27939626,6.2925816,-41.41868517,-70.5969729,-76.25649017,1936129314.168527,0.2151,0.0,2022-06-22T06:01:00.000Z
30,3077,VeChain,VET,vechain,187,2017-08-22,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72511146418.0,85985041177.0,31,2022-06-22T06:00:00.000Z,0.02317999744586237,144144238.10708168,8.6865,-0.24439746,-3.07141369,1.91705537,-29.22989972,-60.18126646,-58.47597754,1680808188.7657921,0.1867,2009998645.45,2022-06-22T06:00:00.000Z
31,4642,Hedera,HBAR,hedera,104,2019-09-17,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,21084776583.751095,50000000000.0,32,2022-06-22T06:01:00.000Z,0.07545599011018768,93978051.81277184,52.6616,0.38617098,3.10709593,22.87503908,-27.78645372,-59.89821466,-66.24348686,1590972693.3790393,0.1767,3772799505.51,2022-06-22T06:01:00.000Z
32,1966,Decentraland,MANA,decentraland,277,2017-09-17,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']",,1849223840.8482091,2193636927.320146,33,2022-06-22T06:01:00.000Z,0.8193114140317974,239753859.84671238,16.8711,-0.28106193,-3.91823176,5.48466553,-26.01573129,-59.6251538,-68.77302282,1515090199.9066577,0.1683,1797271772.8,2022-06-22T06:01:00.000Z
33,4558,Flow,FLOW,flow,76,2021-01-27,"['collectibles-nfts', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio']",,1036200000.0,1373338337.0,34,2022-06-22T06:01:00.000Z,1.4519065148845467,38335086.88005523,5.2698,1.36293328,-2.14560859,-1.6983621,-49.9749971,-73.95318821,-76.88126035,1504465530.7233672,0.1671,1993958878.63,2022-06-22T06:01:00.000Z
34,8916,Internet Computer,ICP,internet-computer,120,2021-03-23,"['platform', 'distributed-computing', 'polychain-capital-portfolio', 'exnetwork-capital-portfolio']",,240526407.79089415,483400937.13289183,35,2022-06-22T06:02:00.000Z,5.6036975888866065,97063068.93305235,0.1961,-0.43934723,-6.0889906,5.96307728,-33.21821709,-66.45811571,-70.78874746,1347837251.4013903,0.1498,2708832665.88,2022-06-22T06:02:00.000Z
35,6892,Elrond,EGLD,elrond-egld,104,2020-09-04,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain']",31415926.0,22447405.65778153,23016298.0,36,2022-06-22T06:01:00.000Z,59.658946480107666,94365577.62739222,-9.232,0.49337774,0.7302352,36.80112803,-35.3531306,-60.96449322,-68.19619786,1339188572.7548544,0.1488,1874241047.86,2022-06-22T06:01:00.000Z
36,2280,Filecoin,FIL,filecoin,214,2017-12-13,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'bnb-chain']",,222133529.0,222133529.0,37,2022-06-22T06:01:00.000Z,5.6364775495451305,308470519.0314868,64.1616,-0.06576343,-1.96336569,8.88045301,-33.16939739,-70.354007,-70.75177137,1252050649.2097323,0.1391,1252050649.21,2022-06-22T06:01:00.000Z
37,2416,Theta Network,THETA,theta-network,117,2018-01-17,"['media', 'collectibles-nfts', 'content-creation', 'defi', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,38,2022-06-22T06:02:00.000Z,1.2494922706790403,95200279.43455373,16.0599,0.95059032,-4.08708823,16.67213212,-5.39774573,-59.38386954,-60.85088416,1249492270.6790404,0.1389,1249492270.68,2022-06-22T06:02:00.000Z
38,2011,Tezos,XTZ,tezos,218,2017-10-06,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']",,898972290.550959,920536455.313533,39,2022-06-22T06:00:00.000Z,1.381759451928313,62584599.33576763,-12.7967,0.37056627,-5.96509649,1.80392273,-29.4880479,-54.16132984,-60.46695655,1242163459.4904332,0.138,1271959947.97,2022-06-22T06:00:00.000Z
39,18876,ApeCoin,APE,apecoin-ape,167,2022-03-17,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,299531250.0,1000000000.0,40,2022-06-22T06:02:00.000Z,4.12151986039947,393365773.79542077,-42.5821,-1.14728819,-13.88400679,22.15710139,-48.35326162,-75.35414808,-70.66027423,1234523995.6852787,0.1372,4121519860.4,2022-06-22T06:02:00.000Z
40,5665,Helium,HNT,helium,52,2020-06-05,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']",223000000.0,120171988.8298113,223000000.0,41,2022-06-22T06:00:00.000Z,10.279705347864327,26497713.05260443,12.7306,0.19974849,-5.36421029,11.13029648,25.58311154,-42.76999769,-58.41759703,1235332636.2373035,0.1372,2292374292.57,2022-06-22T06:00:00.000Z
41,2563,TrueUSD,TUSD,trueusd,268,2018-03-06,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'arbitrum-ecosytem', 'bnb-chain', 'usd-stablecoin']",,1212986758.8804245,1212986758.8804245,42,2022-06-22T06:02:00.000Z,1.0003948971996774,66286090.42014012,-17.8417,-0.04432796,-0.09134792,-0.07289571,-0.03923872,0.05340567,0.05435396,1213465763.9547522,0.1349,1213465763.95,2022-06-22T06:02:00.000Z
42,3602,Bitcoin SV,BSV,bitcoin-sv,173,2018-11-09,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel']",21000000.0,19084882.89423905,19084882.89423905,43,2022-06-22T06:00:00.000Z,63.40214907025142,132680029.97222137,-16.3417,0.54692634,-2.58395346,23.94061692,23.65078236,-20.31357003,-29.38387032,1210022590.2488356,0.1344,1331445130.48,2022-06-22T06:00:00.000Z
43,6783,Axie Infinity,AXS,axie-infinity,223,2020-08-31,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio']",270000000.0,81535770.5393316,270000000.0,44,2022-06-22T06:01:00.000Z,14.41240235770463,152591798.8647611,-2.6585,0.27220149,-3.93771014,9.62930974,-36.48454873,-68.3969866,-75.45581222,1175126331.5583265,0.1305,3891348636.58,2022-06-22T06:01:00.000Z
44,6210,The Sandbox,SAND,the-sandbox,230,2020-08-05,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio']",3000000000.0,1258626081.2233226,3000000000.0,45,2022-06-22T06:01:00.000Z,0.895198826220907,302561900.0137065,7.9262,0.16098416,-1.54708609,8.59798056,-37.05747907,-66.97964859,-73.54159928,1126720590.5621383,0.1251,2685596478.66,2022-06-22T06:01:00.000Z
45,2087,KuCoin Token,KCS,kucoin-token,39,2017-10-24,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']",170118638.0,98379860.95,145879861.0,46,2022-06-22T06:01:00.000Z,10.697481399894816,5384857.05474579,33.5152,-0.03715177,1.5778776,-5.84399592,-36.68364007,-46.99300475,-42.1828018,1052416732.6368634,0.1169,1819840965.78,2022-06-22T06:01:00.000Z
46,3330,Pax Dollar,USDP,paxos-standard,61,2018-09-27,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'bnb-chain', 'usd-stablecoin']",,945642940.11,945642940.11,48,2022-06-22T06:00:00.000Z,0.9992822592481504,75121766.54727527,34.4153,-0.03206817,-0.53486893,-0.24920191,-0.2521459,0.03835783,-0.40236804,944964213.6351842,0.105,944964213.64,2022-06-22T06:00:00.000Z
47,1437,Zcash,ZEC,zcash,257,2016-10-29,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'bnb-chain']",21000000.0,14657887.5,14657887.5,48,2022-06-22T06:01:00.000Z,64.41386651677642,88086711.8616481,-13.6639,-0.53793169,-4.24276737,5.94120272,-39.76568777,-58.60383856,-64.76003675,944171208.8429257,0.1049,1352691196.85,2022-06-22T06:01:00.000Z
48,1765,EOS,EOS,eos,453,2017-07-01,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'binance-chain', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'bnb-chain']",,992492518.9912,1057971250.5129,49,2022-06-22T06:01:00.000Z,0.9415913773631641,229936522.07678694,-11.1906,-0.15972367,-3.85867833,6.07695708,-31.07222386,-61.1029764,-61.78431419,934522397.9795603,0.1038,996176606.98,2022-06-22T06:01:00.000Z
49,7278,Aave,AAVE,aave,343,2020-10-02,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'bnb-chain']",16000000.0,13897350.59043035,16000000.0,50,2022-06-22T06:01:00.000Z,63.57467716740427,326614154.58265483,5.2064,-0.18362304,-3.47322013,12.500319,-33.48693968,-63.68928105,-59.64498631,883519577.2688445,0.0981,1017194834.68,2022-06-22T06:01:00.000Z
50,1518,Maker,MKR,maker,258,2017-01-29,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'spartan-group', 'bnb-chain']",1005577.0,977631.03695089,977631.03695089,51,2022-06-22T06:01:00.000Z,899.4885281606366,97392438.94605306,-16.9813,-0.1536198,-2.37080527,20.82016141,-36.69898586,-48.4482386,-55.25956198,879367902.511113,0.0977,904504975.68,2022-06-22T06:01:00.000Z
51,2502,Huobi Token,HT,huobi-token,110,2018-02-03,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'algorand-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",500000000.0,154409022.25441208,500000000.0,52,2022-06-22T06:02:00.000Z,5.24793665517961,25263357.44791047,-19.9865,-0.06632037,-2.8935702,-0.92503128,-24.95509867,-44.2727846,-42.40634269,810328767.7793734,0.09,2623968327.59,2022-06-22T06:02:00.000Z
52,5068,Neutrino USD,USDN,neutrino-usd,46,2020-01-30,"['defi', 'stablecoin', 'algorithmic-stablecoin', 'bnb-chain', 'usd-stablecoin']",,791288756.018548,791289360.0785786,53,2022-06-22T06:01:00.000Z,0.992450811381126,11921071.27616467,142.573,-0.22927847,0.25430888,5.8333698,1.38082873,1.3643803,-0.17369642,785315167.9473698,0.0872,785315767.45,2022-06-22T06:01:00.000Z
53,1720,IOTA,MIOTA,iota,77,2017-06-13,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy', 'bnb-chain']",2779530283.0,2779530283.0,2779530283.0,54,2022-06-22T06:01:00.000Z,0.2783177041283931,17423967.9890324,1.1465,-0.17627535,-3.36841904,11.32035138,-19.73529736,-58.74229113,-64.46651553,773592486.9199027,0.0859,773592486.92,2022-06-22T06:01:00.000Z
54,16086,BitTorrent-New,BTT,bittorrent-new,71,2019-01-31,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain']",,932028892857000.0,990000000000000.0,55,2022-06-22T06:01:00.000Z,8.135404232901612e-07,97481649.02197748,-0.165,0.58890803,0.12579689,6.41960828,-28.92170604,-56.05514026,-56.89099792,758243180.0135441,0.0842,805405019.06,2022-06-22T06:01:00.000Z
55,1274,Waves,WAVES,waves,185,2016-06-02,"['lpos', 'platform', 'smart-contracts']",,108596284.0,108596284.0,56,2022-06-22T06:01:00.000Z,6.885838531571446,1925036959.9696057,792.9606,-2.25580404,41.13644507,52.01956099,16.79943365,-62.97920641,-77.60751792,747776476.7526758,0.0831,747776476.75,2022-06-22T06:01:00.000Z
56,6719,The Graph,GRT,the-graph,219,2020-12-17,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",10057044431.0,6900000000.0,10000000000.0,57,2022-06-22T06:01:00.000Z,0.10680825930652611,56294314.6086022,-1.1551,-0.36866204,-4.7668939,11.83618271,-35.52449824,-69.25411958,-74.80117991,736976989.2150302,0.0819,1074175409.44,2022-06-22T06:01:00.000Z
57,4256,Klaytn,KLAY,klaytn,110,2020-03-30,"['platform', 'enterprise-solutions', 'injective-ecosystem']",,2877452268.0,10782297980.8,58,2022-06-22T06:02:00.000Z,0.25228527230936654,35717656.03620449,4.7407,0.1953969,-0.14528646,3.71711378,-48.74680359,-72.93520671,-77.84537149,725938828.9895843,0.0807,2720214982.21,2022-06-22T06:02:00.000Z
58,10791,eCash,XEC,ecash,51,2021-07-08,[],21000000000000.0,19093904673303.0,18899704673313.0,59,2022-06-22T06:02:00.000Z,3.724340981075339e-05,15086269.33832741,46.9169,-0.74379357,-2.11043673,2.84042727,-29.23504716,-58.65970231,-55.27014537,711122116.6352829,0.079,782111606.03,2022-06-22T06:02:00.000Z
59,19891,USDD,USDD,usdd,63,2022-05-02,"['stablecoin', 'algorithmic-stablecoin', 'usd-stablecoin']",,723321764.61,723321764.61,60,2022-06-22T06:01:00.000Z,0.9736946839654044,98863701.44862917,-8.5405,-0.120286,1.01929593,0.50663642,-2.66569185,-2.34856466,-2.34856466,704294556.9972326,0.0782,704294557.0,2022-06-22T06:01:00.000Z
60,3897,OKB,OKB,okb,68,2019-04-30,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio']",,60000000.0,300000000.0,61,2022-06-22T06:01:00.000Z,11.154333623657568,12809833.47281141,-4.2062,-0.01789938,-2.09029566,1.65720934,-11.89173212,-42.86074914,-44.46723366,669260017.4194541,0.0743,3346300087.1,2022-06-22T06:01:00.000Z
61,3513,Fantom,FTM,fantom,335,2018-10-29,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'bnb-chain']",3175000000.0,2545006273.0,2545006273.0,62,2022-06-22T06:00:00.000Z,0.26267703020164984,225763352.28324014,3.6086,-0.48500527,0.50489727,19.82139566,-42.04605046,-76.04330105,-79.98793717,668514689.6362092,0.0743,833999570.89,2022-06-22T06:00:00.000Z
62,3155,Quant,QNT,quant,96,2018-08-10,"['platform', 'interoperability']",14612493.0,12072738.0,14612493.080826,63,2022-06-22T06:00:00.000Z,54.54687588673709,42398074.58830518,-27.3517,-0.45084308,-4.81575308,21.34194839,-22.18927724,-48.88283793,-56.58417023,658530141.2990946,0.0731,797065842.07,2022-06-22T06:00:00.000Z
63,1376,Neo,NEO,neo,247,2016-09-08,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,64,2022-06-22T06:01:00.000Z,9.001975514381062,60548887.82456055,-9.7345,-0.06323726,-3.84104514,-0.80411213,-25.01750331,-56.91303294,-62.29127897,634988829.4750638,0.0705,900197551.44,2022-06-22T06:01:00.000Z
64,4705,PAX Gold,PAXG,pax-gold,73,2019-09-26,"['bnb-chain', 'tokenized-gold']",,333258.493,333258.493,65,2022-06-22T06:01:00.000Z,1828.621354355232,21530195.71512224,-17.3747,-0.16194846,-0.80961609,0.28274444,-1.60120878,-5.58336904,-5.79353556,609403596.8200436,0.0677,609403596.82,2022-06-22T06:01:00.000Z
65,4157,THORChain,RUNE,thorchain,95,2019-07-23,"['cosmos-ecosystem', 'decentralized-exchange', 'defi', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",500000000.0,330688061.33445597,334937974.91478544,66,2022-06-22T06:01:00.000Z,1.8052302097369783,100906948.95004325,10.7682,0.37502674,-5.14912448,1.18060316,-42.4995751,-78.23936363,-78.10993073,596968078.3203146,0.0663,902615104.87,2022-06-22T06:01:00.000Z
66,4066,Chiliz,CHZ,chiliz,248,2019-07-01,"['sports', 'collectibles-nfts', 'content-creation', 'payments']",8888888888.0,6000378770.547273,8888888888.0,67,2022-06-22T06:00:00.000Z,0.09318741299507742,72931504.42017096,2.8712,-0.26510757,-2.11555204,3.78528685,-25.67271014,-57.2251546,-57.71292057,559159774.6178836,0.0621,828332559.87,2022-06-22T06:00:00.000Z
67,1697,Basic Attention Token,BAT,basic-attention-token,308,2017-06-01,"['marketing', 'content-creation', 'defi', 'payments', 'dcg-portfolio', '1confirmation-portfolio', 'pantera-capital-portfolio', 'web3', 'bnb-chain']",1500000000.0,1497691558.0663347,1500000000.0,68,2022-06-22T06:01:00.000Z,0.3644390182245834,96669876.2210445,-36.1334,-0.28353239,-8.34716258,31.07546486,-10.80513794,-49.93810061,-56.96741198,545817241.0249417,0.0606,546658527.34,2022-06-22T06:01:00.000Z
68,2469,Zilliqa,ZIL,zilliqa,198,2018-01-25,"['mineable', 'platform', 'payments', 'smart-contracts', 'polychain-capital-portfolio', 'kenetic-capital-portfolio', 'zilliqa-ecosystem', 'bnb-chain']",21000000000.0,12947542945.289286,16239010098.289286,69,2022-06-22T06:02:00.000Z,0.040020694300637955,793338840.7879201,336.2741,-0.0514533,13.43782124,25.92386521,-28.28448389,-63.45269572,-17.25417603,518169658.1578041,0.0576,840434580.31,2022-06-22T06:02:00.000Z
69,4847,Stacks,STX,stacks,54,2019-10-28,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem']",1818000000.0,1319802580.529847,1352464600.0,70,2022-06-22T06:01:00.000Z,0.3878401693818233,46585486.79546176,-16.1425,0.02194434,-5.82303377,23.83143818,-30.46143731,-65.70743008,-71.33938028,511872456.38326335,0.0569,705093427.94,2022-06-22T06:01:00.000Z
70,1934,Loopring,LRC,loopring,210,2017-08-30,"['marketplace', 'decentralized-exchange', 'defi', 'scaling', 'rollups']",1374513896.0,1330088529.837908,1373873437.4424574,71,2022-06-22T06:01:00.000Z,0.3799565493721207,94603952.26461054,27.6043,0.41298616,-2.36275898,7.28968161,-25.96241284,-59.23198364,-65.2567749,505375848.1566485,0.0562,522255556.99,2022-06-22T06:01:00.000Z
71,131,Dash,DASH,dash,338,2014-02-14,"['mineable', 'hybrid-pow-pos', 'x11', 'medium-of-exchange', 'masternodes', 'dao', 'governance']",18900000.0,10782659.39767485,10782659.39767485,72,2022-06-22T06:02:00.000Z,45.89215964094756,92222312.71982788,-7.2212,-0.30084716,-1.81529549,12.98976866,-26.46998495,-55.30163208,-64.1880555,494839526.4320577,0.055,867361817.21,2022-06-22T06:02:00.000Z
72,18069,STEPN,GMT,green-metaverse-token,113,2022-03-09,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'solana-ecosystem', 'move-to-earn']",6000000000.0,600000000.0,6000000000.0,73,2022-06-22T06:01:00.000Z,0.7807540854147426,413633880.7703375,-31.0865,-2.06427275,-5.04883276,29.63365012,-45.04353014,-75.23529209,4.25187136,468452451.2488455,0.052,4684524512.49,2022-06-22T06:01:00.000Z
